Property_type,Description,Location,Price,Features
Casa en venta,Hermosa Casa De 2 Pisos En Ruitoque Bajo,"Casa 0885 #sn-sn, Floridablanca, Santander",240000000 pesos,"['105 m² cubiertos', '5 habs.']"
Apartamento en venta,Amplio Apartamento!,"Calle 18  Sn, San Alonso, Bucaramanga, Santander",248000000 pesos,"['95 m² cubiertos', '3 habs.']"
Casa en venta,"Casa Campestre Y Lotes Pinchote, Santander","Principal Sn, Pinchote, Santander",130000000 pesos,"['300 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento Con Garaje,"Calle 22 #4a-72, Barbosa, Santander",150000000 pesos,"['83 m² cubiertos', '3 habs.']"
Apartamento en venta,"Venta Apartamento Primer Piso 90m2, Floridablanca, Santander","Calle 147 #25, Floridablanca, Santander",225000000 pesos,"['90 m² cubiertos', '4 habs.']"
Casa en venta,Casa En Quintas De Cañaveral 144m2 Buen Precio Xa Remodelar,"Anillo Vial #21-360 Casa 65, Floridablanca, Santander",399000000 pesos,"['153 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Apto Parque Central,"37 26-15', Bolívar, Bucaramanga, Santander",270000000 pesos,"['84 m² cubiertos', '3 habs.']"
Casa en venta,Vendo O Permuto Casa En San Alonso 4 Habitaciones 3 Baños L,"Carrera 33 #14_70, San Alonso, Bucaramanga, Santander",300000000 pesos,"['75 m² cubiertos', '4 habs.']"
Apartamento en venta,Apt 3 Habitaciones 2 Baños Reserva Cardales,"Calle 37 #42-294, Barrancabermeja, Santander",235000000 pesos,"['78 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento 5to Piso En Conjunto Cerrado,"Calle 60 8w-92, Monterredondo, Bucaramanga, Santander",170000000 pesos,"['69 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento Soto Mayor Bucaramanga,"Calle 42 #28-28, Bucaramanga, Santander, Colombia, Sotomayor, Bucaramanga, Santander",420000000 pesos,"['100 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Bonaparte Floridablanca,"Calle 5 #2-51, Floridablanca, Santander",230000000 pesos,"['75 m² cubiertos', '3 habs.']"
Apartamento en venta,"Venta De Apartamento En Bucaramanga, Excelente Ubicación","33b #sn-sn, Quinta Dania, Bucaramanga, Santander",180000000 pesos,"['70 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta Hermoso Apto En Piedecuesta,"Carrera 3 No 7n -95 Torre 1 B  702, Piedecuesta, Santander",175000000 pesos,"['71 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento Central En Venta,"Calle 40 23-30, Bolívar, Bucaramanga, Santander",175000000 pesos,"['65 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En Cañaveral Oriental,"Diagonal 36  # 34-159, Floridablanca, Santander",290000000 pesos,"['85 m² cubiertos', '3 habs.']"
Negocio en venta,Se Vende Fuente De Soda Acreditada,"7 4-15, San Gil, Santander",1400 pesos,['6 m² cubiertos']
Apartamento en venta,Se Venden Apartamento 3 Habitaciones Y Un Baño,"Cl 37n  #sn-snal Norte Y Cl 11 Al Sur, Urbanización Colseguros Norte, Bucaramanga, Santander",125000000 pesos,"['63 m² cubiertos', '3 habs.']"
Apartamento en venta,"Vendo Apartamento En Excelente Estado, Altos De La Pradera.","Circunvalar 36a #104-128 Fatima  Conjunto Altos De La Pradera, Floridablanca, Santander",340000000 pesos,"['94 m² cubiertos', '3 habs.']"
Casa en venta,Vendo Casa En El Playon Santander O Se Permuta,"Cr5 1522, El Playón, Santander",190000000 pesos,"['14 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote Con Baces Y Simentacion Para Construir,"59 B #44-21, Vélez, Santander",1111111 pesos,['633 ha totales']
Apartamento en venta,Apartamento Décimo Piso Torre Girardot,"Cra 6 Calle 28 #20-16, Girardot, Bucaramanga, Santander",155000000 pesos,"['65 m² cubiertos', '3 habs.']"
Casa en venta,Venta Casa Barichara Santander,"Bagari  5, Barichara, Santander",650000000 pesos,"['145 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento San Alonso Con Parqueadero,"Cr 32 #17-52, San Alonso, Bucaramanga, Santander",182000000 pesos,"['55 m² cubiertos', '2 habs.']"
Lote y casalote en venta,"Casa, Lote Bodega","Carrera 14 #13-51, Bucaramanga, Santander, Colombia, Alarcón, Bucaramanga, Santander",470000000 pesos,['270 m² totales']
Lote y casalote en venta,Vendo Terreno Con Casa Y Nacimiento De Agua En Ruitoque Alto,"Finca Campo De Dios Sn, Floridablanca, Santander",420000000 pesos,"['2,780 ha totales']"
Apartamento en venta,Venta Apartamento Bucaramanga,"Calle 67 Sn, La Victoria, Bucaramanga, Santander",1111111111 pesos,"['120 m² cubiertos', '3 habs.']"
Casa en venta,"Casa De 2 Habitaciones Sala, Comedor Más 2 Habitaciones Ext","Via Panachi - Aratoca Sn, Aratoca, Santander",250000000 pesos,"['100 m² cubiertos', '2 habs.']"
Apartamento en venta,Un Excelente Lugar Para Vivir En Provenza Bucaramanga,"Cr 20 110 69 Tr 2 San Lorenzo 2 13, Provenza, Bucaramanga, Santander",240000000 pesos,"['81 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Hermoso Lote En Condominio Campestre,"Km 1,5 Via Barbosa - Cite 0, Barbosa, Santander",150000000 pesos,['268 m² totales']
Apartamento en venta,Apartamento En Venta 4piso Fosunab,"Fosunab #sn-sn, Floridablanca, Santander",190000000 pesos,"['100 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Se Vende O Se Permuta Parcela En El Socorro Santander,"18 15-25, Socorro, Santander",205000000 pesos,"['8,700 ha totales']"
Apartamento en venta,Venta De Apartamento Nuevo Sotomayor,"Calle 54 #22-28, Bucaramanga, Santander, Colombia, Sotomayor, Bucaramanga, Santander",220000000 pesos,"['81 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Venta De Lotes En Girón,"Altos Del Carrizal  Sn, Girón, Santander",60000000 pesos,['70 ha totales']
Finca en venta,Finca El Tesoro.,"Rionegro, Santander, Colombia, Rionegro, Santander",90000000 pesos,"['57 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo_permuto Hermoso Duplex Central,"Cra 15 #24_51, Centro, Bucaramanga, Santander",150000000 pesos,"['70 m² cubiertos', '2 habs.']"
Lote y casalote en venta,Casa El Prado Cabecera - Excelente Ubicacion - Oportunidad,"Calle 37 34-46, El Prado, Bucaramanga, Santander",750000000 pesos,['380 m² totales']
Apartamento en venta,Apartamento Cedros Giron,"Calle 41 #23-116, Girón, Santander",180000000 pesos,"['67 m² cubiertos', '3 habs.']"
Casa en venta,Casa Vista Campestre,"Cra. 25 #148183, Floridablanca, Santander, Colombia, Floridablanca, Santander",450000000 pesos,"['140 m² cubiertos', '3 habs.']"
Casa en venta,"Venta De Casa, Tienda Y Hospedaje","Diag 36a # 36-74 #0-0, Barrancabermeja, Santander",230000000 pesos,"['30 m² cubiertos', '5 habs.']"
Apartamento en venta,Apartaestudio Venta,"Calle 37  52-242, Barrancabermeja, Santander",168000000 pesos,"['53 m² cubiertos', '1 hab.']"
Apartamento en venta,Se Vende Apartamento En Piedecuesta - Portal De La Hacienda,"25 1, Piedecuesta, Santander",120000000 pesos,"['54 m² cubiertos', '2 habs.']"
Casa en venta,Ventapermuta Casa+apartaestudio Con Lotes Barranca Centro Ec,"Corregimiento El Centro, Campo 16 50 Mt Adelante D Cancha Futbol, Barrancabermeja, Santander",60000000 pesos,"['120 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Ven-permuto Lotes Vientos De Llanadas,"32 47-17, Girón, Santander",80000000 pesos,['70 ha totales']
Otro inmueble en venta,Cabaña En Rionegro Santander Club El Portal,"Km 24, Rionegro - El Playon, Rionegro, Santander, Colombia, Rionegro, Santander",260000000 pesos,['330 m² cubiertos']
Apartamento en venta,"No Paguesmas Arriendo,tu Oportunidad De Comprar!","Cra. 8, Floridablanca, Santander, Colombia, Floridablanca, Santander",180000000 pesos,"['81 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Curití Santander Lote Parcela Excelente Vista,"Calle 5 3433, Curití, Santander",75000000 pesos,"['2,084 m² totales']"
Casa en venta,Casa Piedecuesta San Francisco,"Carrera 16 Sn, Piedecuesta, Santander",250000000 pesos,"['110 m² cubiertos', '3 habs.']"
Casa en venta,"Condominio Puente Nacional  4 Abitaciones ,baños, Patio","Condominio Campestre Los Naranjos Sn, Puente Nacional, Santander",350000000 pesos,"['144 m² cubiertos', '4 habs.']"
Apartamento en venta,Oportunidad Venta Apartamento!! Cerca Bucaramanga!!,"Cra 15 # 22 - 02, Girón, Santander",171000000 pesos,"['62 m² cubiertos', '3 habs.']"
Apartamento en venta,"Edicio Con Zonas Sociales Muy Modernas Completas, Car Lobby, Estrategicamente Ubicado Piso 16","Calle 42 #28-69, Bucaramanga, Santander, Colombia, Sotomayor, Bucaramanga, Santander",660000000 pesos,"['133 m² cubiertos', '3 habs.']"
Casa en venta,Bonita Casa De Tres Pisos 480 Mtr Construidos Doble Entrada,"Cll 7a#14-46 Altmira Sn, Floridablanca, Santander",520000000 pesos,"['480 m² cubiertos', '5 habs.']"
Casa en venta,Amplia Casa En Conjunto Cerrado,"Carrera 17 #14-89, Bucaramanga, Santander, Colombia, Alarcón, Bucaramanga, Santander",230000000 pesos,"['130 m² cubiertos', '4 habs.']"
Apartamento en venta,Apartaestudio En Zona Universitaria Oportunidad.,"11 23a, Mutualidad, Bucaramanga, Santander",125000000 pesos,"['40 m² cubiertos', '1 hab.']"
Finca en venta,Sé Vende Hermosa Finca. Guepsa Santander Vereda Rincón,"Vereda El Rincón Sn, Güepsa, Santander",360000000 pesos,"['4,240 m² cubiertos', '8 habs.']"
Local en venta,Venta De Local 130m. Cra 21 No. 49-23,"Cra 32 No. 66-69 801, Barrancabermeja, Santander",130000000 pesos,['33 m² cubiertos']
Casa en venta,Se Vende Hermosa Y Amplia  Casa De 7 Habitaciones Y 2 Baños,"112 #34-17, Floridablanca, Santander",200000000 pesos,"['182 m² cubiertos', '7 habs.']"
Lote y casalote en venta,Parcelas Campestres En Lebrija,"Av  #sn-sn, Lebrija, Santander",135000000 pesos,"['1,200 ha totales']"
Casa en venta,Oportunidad Venta Hermosa Casa Barrio La Cumbre,"La Cumbre La Cumbre, Floridablanca, Santander",185000000 pesos,"['125 m² cubiertos', '4 habs.']"
Negocio en venta,Papelería En Venta,"65  12w-84, Monterredondo, Bucaramanga, Santander",16000000 pesos,['8 m² cubiertos']
Apartamento en venta,Cedo Apartamento En Provenza - Bucaramanga,"Cra. 23 #110-36, Bucaramanga, Santander, Colombia, Provenza, Bucaramanga, Santander",285000000 pesos,"['85 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote En Ruitoque Parkhouse,"Condominio Ruitoque Parkhouse  Sn, Floridablanca, Santander",530000000 pesos,['442 ha totales']
Lote y casalote en venta,"Vendo O Permuto Lote Bien Ubicado En San Gil, Santander","9 6, San Gil, Santander",140000000 pesos,['207 ha totales']
Apartamento en venta,2 Apartamentos Por 200m En Piedecuesta Para Inversión,"Calle 18a No 7w-37, Piedecuesta, Santander",200000000 pesos,"['107 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento A La Venta En Conjunto Miraflores,"Piedecuesta, Santander, Colombia, Piedecuesta, Santander",115000000 pesos,"['50 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo Apartamento Penthouse 135m² Duplex Real De Minas.,"Calle Real 5b-83 T1-503, Ciudadela Real De Minas, Bucaramanga, Santander",299000000 pesos,"['135 m² cubiertos', '5 habs.']"
Negocio en venta,Vendo Restaurante El Aleteo,"Carrera 21  Bulevar 21 19-64, San Francisco, Bucaramanga, Santander",26000000 pesos,['30 m² cubiertos']
Lote y casalote en venta,Lote Esquinero Muy Bien Ubicado En Vientos De Llanadas,"Km 1 Vía Girón - Zapatoca Vientos De Llanadas, Girón, Santander",96000000 pesos,['70 m² totales']
Apartamento en venta,Penthouse Duplex Metrópolis I Real De Minas - 170mts Excelente Ubicación,"Carrera 8 #61-53, Bucaramanga, Santander, Colombia, Ciudadela Real De Minas, Bucaramanga, Santander",295000000 pesos,"['170 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote  En Venta- Excelente Ubicacion,"Acapulco Ruitoque Bajo 6851305, Bucaramanga, Santander",154000000 pesos,['218 m² totales']
Casa en venta,"Hermosa Casa Remodelada A Una Cuadra Del Club Campestre, En La Zona Más Exclusiva De Cañaveral, Techos Altos, Iluminada, Ventanas Con Polarizado Blanco, Muebles Empotrados, Baños Y Cocina Nueva.","Calle 31 #21-256, Floridablanca, Santander, Colombia, Floridablanca, Santander",720000000 pesos,"['220 m² cubiertos', '4 habs.']"
Casa en venta,Vendo Casa En Giron,"Carrera 28 33, Girón, Santander",280000000 pesos,"['159 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo Apto Duplex Oasis De Mardel,"Cra. 13  60 82, Ciudadela Real De Minas, Bucaramanga, Santander",320000000 pesos,"['90 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote En Barbosa Santander,"Frente A La Uis  El Oasis, Barbosa, Santander",50000000 pesos,['172 ha totales']
Casa en venta,"Venta Directamente Casa Mirador Del Cacique  154 Metros,","Avenida Balcon Del Tejar # 36 - 303, Cl. 106, Bucaramanga, Santander, Colombia, Bucaramanga, Santander",650000000 pesos,"['250 m² cubiertos', '4 habs.']"
Finca en venta,Hermosa Finca,"Cristales, Jesús María, Santander, Colombia, Jesús María, Santander",330000000 pesos,"['120 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta Apto Corviandi,"Carrera 3 #62-52, Bucaramanga, Santander, Colombia, Ciudadela Real De Minas, Bucaramanga, Santander",160000000 pesos,"['60 m² cubiertos', '3 habs.']"
Casa en venta,Casa Conjunto Santa Barbara,"Calle 94 #47-76, Bucaramanga, Santander, Colombia, Urbanización Santa Bárbara, Bucaramanga, Santander",450000000 pesos,"['120 m² cubiertos', '4 habs.']"
Apartamento en venta,"Se Vende Apartamento Primer Piso, Conjunto Cerrado","Avenida Bucarica, Floridablanca, Santander, Colombia, Floridablanca, Santander",120000000 pesos,"['56 m² cubiertos', '3 habs.']"
Apartamento en venta,"Venta De Apartamento En Bucaramanga, Barrio Antonia Santos, Edificio Origami","Cl. 31 #23-28, Bucaramanga, Santander, Colombia, Antonia Santos, Bucaramanga, Santander",220000000 pesos,"['78 m² cubiertos', '3 habs.']"
Apartamento en venta,Dúplex Mejoras Publicas,"35 28-34, Mejoras Públicas, Bucaramanga, Santander",290000000 pesos,"['108 m² cubiertos', '3 habs.']"
Negocio en venta,Venta Restaurante De Barbacoa A Leña,"Calle 45 ##25-27, Bucaramanga, Santander, Colombia, Sotomayor, Bucaramanga, Santander",90000000 pesos,['50 m² cubiertos']
Otro inmueble en venta,Anatoca Villas... Completamente Amobladas Y Dotadas.,"Ecohabs Vip Chimaná Village, Barichara, Santander",63000000 pesos,['121 m² cubiertos']
Casa en venta,Casa Piedecuesta Portal De Belen Para Estrenar,"Calle 15a, Piedecuesta, Santander, Colombia, Piedecuesta, Santander",139000000 pesos,"['67 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Vendo Lote En Mesa De Los Santos,"195 #15-184, Los Santos, Santander",98000000 pesos,['2 ha totales']
Lote y casalote en venta,"Lote 75 Mt2 En Urbanización Vía Corregidor Girón, Santander","Km 2 Via Bahondo, Corregidor San Juan De Girón  Sn, Girón, Santander",40000000 pesos,['75 ha totales']
Apartamento en venta,"Apartamento Bucarica Quinto Piso, 3 Cuartos.","Conjunto Residencial Bucarica Segunda Etapa 502, Floridablanca, Santander",120000000 pesos,"['63 m² cubiertos', '3 habs.']"
Edificio en venta,Venta Casa Rentando Excelente Sector Bucaramanga,"Cra. 34 #37-50, Bucaramanga, Santander, Colombia, El Prado, Bucaramanga, Santander",1680000000 pesos,['450 m² cubiertos']
Apartamento en venta,Bello Apartamento En Bucarica,"Avenida Bucarica, Floridablanca, Santander, Colombia, Floridablanca, Santander",118000000 pesos,"['63 m² cubiertos', '3 habs.']"
Casa en venta,Apartamento Casa Primer Piso.,"P768+86 Malaga, Santander, Colombia, Málaga, Santander",110000000 pesos,"['129 m² cubiertos', '3 habs.']"
Finca en venta,En Venta  -  Nueva Hermosa Parcela En Curiti Santander,"Curiti, Curití, Santander, Colombia, Curití, Santander",63000 pesos,['911 m² cubiertos']
Casa en venta,Casa En La Floresta,"Cra 30 T29-41, Barrancabermeja, Santander",290000000 pesos,"['144 m² cubiertos', '3 habs.']"
Casa en venta,Venta De Casa Hermosa,"Charalá, Santander, Colombia, Charalá, Santander",120000000 pesos,"['72 m² cubiertos', '4 habs.']"
Negocio en venta,Gto 52z-s Bicolor Heidelberg,"Cra 16 No. 50-04 Barrio San Miguel 50-04, San Miguel, Bucaramanga, Santander",40000000 pesos,['10 m² cubiertos']
Finca en venta,Finca,"Corregimiento Badillo Santander, Puerto Wilches, Santander",2100 pesos,"['200,000 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote En Condominio Villa Esperanza,"Hrhw+34 San Gil, Santander, Colombia, San Gil, Santander",95000000 pesos,"['1,400 m² totales']"
Apartamento en venta,Venta Apartaestudio Edificio Portobelho,"Calle 41 #16-73, Bucaramanga, Santander, Colombia, Bucaramanga, Santander",105000000 pesos,"['34 m² cubiertos', '1 hab.']"
Apartamento en venta,Apartamento Con Excelente Ubicación En Venta,"Cl. 47 ##29-61, Palmira, Barrancabermeja, Santander, Colombia, Barrancabermeja, Santander",260000000 pesos,"['87 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo O Permuto,"Cr 19 Calle 39 Sn, Centro, Bucaramanga, Santander",220000000 pesos,"['105 m² cubiertos', '4 habs.']"
Negocio en venta,Vendo Negocio De Comidas Rápidas Especialista En Alitas,"Carrera 21  #19-63, San Francisco, Bucaramanga, Santander",20000000 pesos,['30 m² cubiertos']
Apartamento en venta,Se Vende Apto Conjunto Miraflores 3 Habitaciones-2 Baños,"Calle 1 N #6-29 Manzana H Casa 20 #sn-sn, Piedecuesta, Santander",95000000 pesos,"['58 m² cubiertos', '3 habs.']"
Otro inmueble en venta,Vendo Cama Luxury De 1.40 X 1.90 Con Cabecero De 2.50 X 1.60,"Calle 106a#15b Sn, Provenza, Bucaramanga, Santander",1900000 pesos,['190 m² cubiertos']
Casa en venta,Casa En Venta!,"Carrera 49 #73-04, Urbanización Quinta Del Cacique, Bucaramanga, Santander",430000000 pesos,"['134 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartar Studio 1 Habitacion,"18 23-63, San Francisco, Bucaramanga, Santander",115000000 pesos,"['33 m² cubiertos', '1 hab.']"
Apartamento en venta,Se Vende Apartamento Peatonal Segundo Piso Floridablanca,"17 60-31, Floridablanca, Santander",105000000 pesos,"['100 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En Antonia Santos 2 Alcobas 2 Baños Parque,"Calle 34 Sn, Antonia Santos, Bucaramanga, Santander",235000000 pesos,"['65 m² cubiertos', '2 habs.']"
Apartamento en venta,Apartamento 3 Habitaciones Conjunto Miraflores Piedecuesta,"17  3w-65, Piedecuesta, Santander",125000000 pesos,"['54 m² cubiertos', '3 habs.']"
Negocio en venta,Se Vende Negocio,"Calle 52 #36-09, Cabecera Del Llano, Bucaramanga, Santander",40000000 pesos,['12 m² cubiertos']
Negocio en venta,Negocio De Comidas Rápidas,"Calle 17a  Sn, Piedecuesta, Santander",4700000 pesos,"['999,999 m² cubiertos']"
Finca en venta,Finca En Landazuri,"Calle 59#45_99 #sn-sn, Landázuri, Santander",100000000 pesos,"['5,680 m² cubiertos', '3 habs.']"
Finca en venta,Lote Mesa Santos Santander,"Qwg8+29 Los Santos, Santander, Colombia, Los Santos, Santander",95000000 pesos,"['1,600 m² totales']"
